Exclude,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
,rayyan-671138577,The effects of sex hormones on immune function: a meta-analysis,2017,,,Biological Reviews,14647931 (ISSN),92,1,551-571,"Foo, Y.Z. and Nakagawa, S. and Rhodes, G. and Simmons, L.W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992469244&doi=10.1111%2fbrv.12243&partnerID=40&md5=3948cc30640f11c0a2bd50a370a243dd,English,Blackwell Publishing Ltd,"[""ARC Centre of Excellence in Cognition and its Disorders, School of Psychology, University of Western Australia, 35 Stirling Hwy, Crawley, WA  6009, Australia"", ""Centre for Evolutionary Biology, School of Animal Biology, University of Western Australia, 35 Stirling Hwy, Crawley, WA  6009, Australia"", ""Department of Zoology, University of Otago, 340 Great King Street, Dunedin, 9016, New Zealand"", ""Evolution & Ecology Research Centre, School of Biological, Earth and Environmental Sciences, University of New South Wales, UNSW Sydney, NSW, 2052, Australia""]","The effects of sex hormones on immune function have received much attention, especially following the proposal of the immunocompetence handicap hypothesis. Many studies, both experimental and correlational, have been conducted to test the relationship between immune function and the sex hormones testosterone in males and oestrogen in females. However, the results are mixed. We conducted four cross-species meta-analyses to investigate the relationship between sex hormones and immune function: (i) the effect of testosterone manipulation on immune function in males, (ii) the correlation between circulating testosterone level and immune function in males, (iii) the effect of oestrogen manipulation on immune function in females, and (iv) the correlation between circulating oestrogen level and immune function in females. The results from the experimental studies showed that testosterone had a medium-sized immunosuppressive effect on immune function. The effect of oestrogen, on the other hand, depended on the immune measure used. Oestrogen suppressed cell-mediated immune function while reducing parasite loads. The overall correlation (meta-analytic relationship) between circulating sex hormone level and immune function was not statistically significant for either testosterone or oestrogen despite the power of meta-analysis. These results suggest that correlational studies have limited value for testing the effects of sex hormones on immune function. We found little evidence of publication bias in the four data sets using indirect tests. There was a weak and positive relationship between year of publication and effect size for experimental studies of testosterone that became non-significant after we controlled for castration and immune measure, suggesting that the temporal trend was due to changes in these moderators over time. Graphical analyses suggest that the temporal trend was due to an increased use of cytokine measures across time. We found substantial heterogeneity in effect sizes, except in correlational studies of testosterone, even after we accounted for the relevant random and fixed factors. In conclusion, our results provide good evidence that testosterone suppresses immune function and that the effect of oestrogen varies depending on the immune measure used. © 2016 Cambridge Philosophical Society","Cited By :135     Export Date: 17 May 2021     Correspondence Address: Foo, Y.Z.; ARC Centre of Excellence in Cognition and its Disorders, 35 Stirling Hwy, Australia; email: 21193971@student.uwa.edu.au RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138578,Effectiveness of baseline corticosterone as a monitoring tool for fitness: a meta-analysis in seabirds,2017,,,Oecologia,00298549 (ISSN),183,2,353-365,"Sorenson, G.H. and Dey, C.J. and Madliger, C.L. and Love, O.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996553949&doi=10.1007%2fs00442-016-3774-3&partnerID=40&md5=5e60c6188fc6b7d09ececeb2db2641ce,English,Springer Verlag,"[""Department of Biological Sciences, University of Windsor, 401 Sunset Avenue, Windsor, ON, Canada"", ""Great Lakes Institute for Environmental Research, University of Windsor, 401 Sunset Avenue, Windsor, ON, Canada""]","Many ecosystems have experienced anthropogenically induced changes in biodiversity, yet predicting these patterns has been difficult. Recently, individual behavioural and physiological measures have been proposed as more rapid links between environmental variation and fitness compared to demographics. Glucocorticoid hormones have received much attention given that they mediate energetic demands, metabolism, and foraging behaviour. However, it is currently unclear whether glucocorticoids can reliably predict environmental and fitness-related traits and whether they may be useful in specific groups of taxa. In particular, seabirds are a well-studied avian group often employed as biomonitoring tools for environmental change given their wide distribution and reliance on large oceanic patterns. Despite the increase in studies attempting to link variation in baseline corticosterone (the primary avian glucocorticoid) to variation in fitness-related traits in seabirds, there has been no comprehensive review of the relationship in this taxon. We present a phylogenetically controlled systematic review and meta-analysis of correlative and experimental studies examining baseline corticosterone as a predictor of fitness-related traits relevant to predicting seabird population health. Our results suggest that, while variation in baseline corticosterone may be a useful predictor of larger-scale environmental traits such as overall food availability and fitness-related traits such as reproductive success, this hormone may not be sensitive enough to detect variation in body condition, foraging effort, and breeding effort. Overall, our results support recent work suggesting that the use of baseline glucocorticoids as conservation biomarkers is complex and highly context dependent, and we suggest caution in their use and interpretation as simplified, direct biomarkers of fitness. © 2016, Springer-Verlag Berlin Heidelberg.","Cited By :26     Export Date: 17 May 2021     CODEN: OECOB     Correspondence Address: Sorenson, G.H.; Department of Biological Sciences, 401 Sunset Avenue, Canada; email: graham.sorenson@gmail.com RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138579,The response of amphibian larvae to environmental change is both consistent and variable,2016,,,Oikos,00301299 (ISSN),125,12,1700-1711,"Edge, C.B. and Houlahan, J.E. and Jackson, D.A. and Fortin, M.-J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988420429&doi=10.1111%2foik.03166&partnerID=40&md5=5c728bda3a5a35951a5a7f909a824215,English,Blackwell Publishing Ltd,"[""Ecology and Evolutionary Biology, Univ. of Toronto, 25 Harbord St, Toronto, ON  M5S 3G5, Canada"", ""Dept of Biology, Univ. of New Brunswick, Saint John, NB, Canada""]","Many environments are undergoing rapid environmental change and there is a need to understand the mechanisms by which species can persist in altered environments. Model systems, such as amphibian metamorphosis, which can be generalized across many types of environmental change and across many species, are a powerful tool for understanding mechanisms that facilitate persistence in altered and disturbed environments. Amphibian larvae respond to environmental change by varying age at metamorphosis, or size at metamorphosis. Differential selection pressures on age or size at metamorphosis may result in a differential response among taxa to environmental change. Using a meta-analysis, we investigated whether age at metamorphosis, size at metamorphosis, and larval growth rate vary within and among taxonomic families of amphibians in experiments that modified the environmental temperature, density of individuals, food, hydroperiod and the presence of predators. For all environmental factors except predators, the direction of the response was consistent across most of the studied taxa. However, there was considerable variation in effect size both within and among families. Results demonstrate that amphibian metamorphosis is a valuable model system for studying the effects of environmental change. Yet, we stress the need for caution in making generalizations about how individuals respond to environmental factors that have an indirect effect on physiology and require the perception of an environmental cue, such as the presence of predators. Synthesis As the current conditions of the environment are rapidly changing there is a need to understand how organisms respond to environmental change, and whether response of one species can be generalized to other species. Using a meta-analyses, we tested whether the phenotypic response of amphibian larvae to five types of environmental change is consistent among and within taxonomic families. The phenotypic response to changes in environmental factors was consistent when the environmental factor has a direct effect on physiology, but varies among and within family if the environmental factor has an indirect effect on physiology or requires the perception of an environmental cue. © 2016 The Authors","Cited By :12     Export Date: 17 May 2021     CODEN: OIKSA     Correspondence Address: Edge, C.B.; Ecology and Evolutionary Biology, 25 Harbord St, Canada; email: cbedge@gmail.com RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: multitrait,Similar to phenology, so, should exclude | RAYYAN-EXCLUSION-REASONS: Just measuring metamorphosis time",,
,rayyan-671138580,A meta-analysis of human disturbance impacts on Antarctic wildlife,2016,,,Biological reviews of the Cambridge Philosophical Society,1469185X (ISSN),91,3,578-596,"Coetzee, B.W. and Chown, S.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028281444&doi=10.1111%2fbrv.12184&partnerID=40&md5=36124e1362c65290fdc1a1da456b3c73,English,Blackwell Publishing Ltd,"School of Biological Sciences, Monash University, Melbourne, Victoria, 3800, Australia, Australia","Evidence-based assessments are increasingly recognized as the best-practice approach to determine appropriate conservation interventions, but such assessments of the impact of human disturbance on wildlife are rare. Human disturbance comprises anthropogenic activities that are typically non-lethal, but may cause short- and/or longer-term stress and fitness responses in wildlife. Expanding human activity in the Antarctic region is of particular concern because it increases the scope and potential for increased human disturbance to wildlife in a region that is often thought of as relatively untouched by anthropogenic influences. Here, we use a meta-analytical approach to synthesise research on human disturbance to wildlife over the last three decades in the Antarctic and sub-Antarctic region. We combine data from 62 studies across 21 species on the behavioural, physiological and population responses of wildlife to pedestrian, vehicle and research disturbances. The overall effect size indicated a small, albeit statistically significant negative effect of disturbance (-0.39; 95% CI: -0.60 to -0.18). Negative effects were found for both physiological and population responses, but no evidence was found for a significant impact on wildlife behavioural responses. Negative effects were found across pedestrian, vehicle and research disturbances. Significant and high among-study heterogeneity was found in both disturbance and response sub-groups. Among species, it remains unclear to what extent different forms of disturbance translate into negative population responses. Most current guidelines to limit wildlife disturbance impacts in Antarctica recommend that approaches be tailored to animal behavioural cues, but our work demonstrates that behavioural changes do not necessarily reflect more cryptic, and more deleterious impacts, such as changes in physiology. In consequence, we recommend that pedestrian approach guidelines in the Antarctic region be revisited. Due to the high heterogeneity in effects, management guidelines for different sites and species will need to be developed on a case-by-case basis, ideally in conjunction with carefully designed experiments. Guidelines to reduce the impact of research activities per se require development to reduce the potential impacts of conducting research. We identify research questions that, if answered, will further improve the evidence base for guidelines to manage human disturbance in Antarctica. © 2015 Cambridge Philosophical Society.","Cited By :37     Export Date: 17 May 2021 RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: multitrait",,
1,rayyan-671138581,Impacts of climatic variation on trout: a global synthesis and path forward,2016,,,Reviews in Fish Biology and Fisheries,09603166 (ISSN),26,2,135-151,"Kovach, R.P. and Muhlfeld, C.C. and Al-Chokhachy, R. and Dunham, J.B. and Letcher, B.H. and Kershner, J.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949550841&doi=10.1007%2fs11160-015-9414-x&partnerID=40&md5=1ac1db7a39c29862da9ddf52f9cf987e,English,Springer International Publishing,"[""Northern Rocky Mountain Science Center, U.S. Geological Survey, Glacier Field Station, West Glacier, MT  59936, United States"", ""Flathead Lake Biological Station, University of Montana, Polson, MT  59860, United States"", ""Northern Rocky Mountain Science Center, U.S. Geological Survey, Bozeman, MT  59715, United States"", ""Forest and Rangeland Ecosystem Science Center, U.S. Geological Survey, Corvallis, OR  97331, United States"", ""S.O. Conte Anadromous Fish Research Science Center, U.S. Geological Survey, Turner Falls, MA  01376, United States""]","Despite increasing concern that climate change may negatively impact trout—a globally distributed group of fish with major economic, ecological, and cultural value—a synthetic assessment of empirical data quantifying relationships between climatic variation and trout ecology does not exist. We conducted a systematic review to describe how temporal variation in temperature and streamflow influences trout ecology in freshwater ecosystems. Few studies (n = 42) have quantified relationships between temperature or streamflow and trout demography, growth, or phenology, and nearly all estimates (96 %) were for Salvelinus fontinalis and Salmo trutta. Only seven studies used temporal data to quantify climate-driven changes in trout ecology. Results from these studies were beset with limitations that prohibited quantitatively rigorous meta-analysis, a concerning inadequacy given major investment in trout conservation and management worldwide. Nevertheless, consistent patterns emerged from our synthesis, particularly a positive effect of summer streamflow on trout demography and growth; 64 % of estimates were positive and significant across studies, age classes, species, and locations, highlighting that climate-induced changes in hydrology may have numerous consequences for trout. To a lesser degree, summer and fall temperatures were negatively related to population demography (51 and 53 % of estimates, respectively), but temperature was rarely related to growth. To address limitations and uncertainties, we recommend: (1) systematically improving data collection, description, and sharing; (2) appropriately integrating climate impacts with other intrinsic and extrinsic drivers over the entire lifecycle; (3) describing indirect consequences of climate change; and (4) acknowledging and describing intrinsic resiliency. © 2015, Springer International Publishing Switzerland (outside the USA).","Cited By :63     Export Date: 17 May 2021     Correspondence Address: Kovach, R.P.; Northern Rocky Mountain Science Center, Glacier Field Station, United States; email: rkovach@usgs.gov RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: growth,3 species RAYYAN-INCLUSION: {""losialagisz""=>""Excluded"", ""daniel.wa.noble""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no meta-analysis,Mostly just a systematic review",,
,rayyan-671138582,Meta-analysis indicates that oxidative stress is both a constraint on and a cost of growth,2016,,,Ecology and Evolution,20457758 (ISSN),6,9,2833-2842,"Smith, S.M. and Nager, R.G. and Costantini, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971657007&doi=10.1002%2fece3.2080&partnerID=40&md5=122a073ac048ef9480e62a0806816c36,English,John Wiley and Sons Ltd,"[""Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Graham Kerr Building, Glasgow, G12 8QQ, United Kingdom"", ""Department of Biology, University of Antwerp, Antwerp, 2610, Belgium""]","Oxidative stress (OS) as a proximate mechanism for life-history trade-offs is widespread in the literature. One such resource allocation trade-off involves growth rate, and theory suggests that OS might act as both a constraint on and a cost of growth, yet studies investigating this have produced conflicting results. Here, we use meta-analysis to investigate whether increased OS levels impact on growth (OS as a constraint on growth) and whether greater growth rates can increase OS (OS as a cost of growth). The role of OS as a constraint on growth was supported by the meta-analysis. Greater OS, in terms of either increased damage or reduced levels of antioxidants, was associated with reduced growth although the effect depended on the experimental manipulation used. Our results also support an oxidative cost of growth, at least in terms of increased oxidative damage, although faster growth was not associated with a change in antioxidant levels. These findings that OS can act as a constraint on growth support theoretical links between OS and animal life histories and provide evidence for a growth-self-maintenance trade-off. Furthermore, the apparent oxidative costs of growth imply individuals cannot alter this trade-off when faced with enhanced growth. We offer a starting platform for future research and recommend the use of oxidative damage biomarkers in nonlethal tissue to investigate the growth-OS relationship further. In this study, we use meta-analysis to demonstrate that oxidative stress (OS; raised oxidative damage and/or reduced antioxidant levels) can act as both a constraint on (as experimentally increased OS was associated with reduced growth) and a cost of (as experimentally enhanced growth rates were associated with increased oxidative damage) growth. These findings that OS can act as a constraint on growth support theoretical links between OS and animal life histories and provide evidence for a growth-self-maintenance trade-off. Furthermore, the apparent oxidative costs of growth imply individuals cannot alter this trade-off when faced with enhanced growth. We offer a starting platform for future research and recommend the use of oxidative damage biomarkers in nonlethal tissue to investigate the growth-OS relationship further. © 2016 Published by John Wiley & Sons Ltd.","Cited By :43     Export Date: 17 May 2021     Correspondence Address: Smith, S.M.; Institute of Biodiversity, Graham Kerr Building, United Kingdom; email: s.smith.7@research.gla.ac.uk RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138583,Oxidative shielding and the cost of reproduction,2016,,,Biological Reviews,14647931 (ISSN),91,2,483-497,"Blount, J.D. and Vitikainen, E.I.K. and Stott, I. and Cant, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924692454&doi=10.1111%2fbrv.12179&partnerID=40&md5=9d5466e5fb46d9621155b98559af3984,English,Blackwell Publishing Ltd,"[""Centre for Ecology and Conservation, College of Life and Environmental Sciences, University of Exeter, Penryn Campus, Cornwall, TR10 9FE, United Kingdom"", ""Environment and Sustainability Institute, University of Exeter, Penryn Campus, Cornwall, TR10 9FE, United Kingdom""]","Life-history theory assumes that reproduction and lifespan are constrained by trade-offs which prevent their simultaneous increase. Recently, there has been considerable interest in the possibility that this cost of reproduction is mediated by oxidative stress. However, empirical tests of this theory have yielded equivocal support. We carried out a meta-analysis to examine associations between reproduction and oxidative damage across markers and tissues. We show that oxidative damage is positively associated with reproductive effort across females of various species. Yet paradoxically, categorical comparisons of breeders versus non-breeders reveal that transition to the reproductive state is associated with a step-change reduction in oxidative damage in certain tissues and markers. Developing offspring may be particularly sensitive to harm caused by oxidative damage in mothers. Therefore, such reductions could potentially function to shield reproducing mothers, gametes and developing offspring from oxidative insults that inevitably increase as a consequence of reproductive effort. According to this perspective, we hypothesise that the cost of reproduction is mediated by dual impacts of maternally-derived oxidative damage on mothers and offspring, and that mothers may be selected to diminish such damage. Such oxidative shielding may explain why many existing studies have concluded that reproduction has little or no oxidative cost. Future advance in life-history theory therefore needs to take account of potential transgenerational impacts of the mechanisms underlying life-history trade-offs. Biological Reviews © 2016 Cambridge Philosophical Society.","Cited By :89     Export Date: 17 May 2021     Correspondence Address: Blount, J.D.; Centre for Ecology and Conservation, Penryn Campus, United Kingdom; email: j.d.blount@exeter.ac.uk RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138584,Repeatability of metabolic rate is lower for animals living under field versus laboratory conditions,2016,,,Journal of Experimental Biology,00220949 (ISSN),219,5,631-634,"Auer, S.K. and Bassar, R.D. and Salin, K. and Metcalfe, N.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962482989&doi=10.1242%2fjeb.133678&partnerID=40&md5=de92173a60650405792f7ab18bdbff64,English,Company of Biologists Ltd,"[""Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Glasgow, G12 8QQ, United Kingdom"", ""Department of Zoology, University of Oxford, Oxford, OX1 3PS, United Kingdom""]","Metabolic rate has been linked to several components of fitness and is both heritable and repeatable to a certain extent. However, its repeatability can differ among studies, even after controlling for the time interval between measurements. Some of this variation in repeatability might be due to the relative stability of the environmental conditions in which the animals are living between measurements. We compared published repeatability estimates for basal, resting and maximum metabolic rate from studies of endotherms living in the laboratory with those living in the wild during the interval between measurements. We found that repeatability declines over time, as demonstrated previously, but show for the first time that estimates from free-living animals are also considerably lower than those from animals living under more stable laboratory conditions. © 2016. Published by The Company of Biologists Ltd.","Cited By :33     Export Date: 17 May 2021     CODEN: JEBIA     Correspondence Address: Auer, S.K.; Institute of Biodiversity, United Kingdom; email: sonya.auer@gmail.com RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138585,The importance of carotenoid dose in supplementation studies with songbirds,2016,,,Physiological and Biochemical Zoology,15222152 (ISSN),89,1,61-71,"Koch, R.E. and Wilson, A.E. and Hill, G.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957895240&doi=10.1086%2f684485&partnerID=40&md5=1baf80db1022c02ef29a44ce20f1d817,English,University of Chicago Press,"[""Department of Biological Sciences, Auburn University, 331 Funchess Hall, Auburn, AL  36849, United States"", ""School of Fisheries, Aquaculture, and Aquatic Sciences, Auburn University, Auburn, AL  36849, United States""]","Carotenoid coloration is the one of themost frequently studied ornamental traits in animals. Many studies of carotenoid coloration test the associations between carotenoid coloration and measures of performance, such as immunocompetence and oxidative state, proceeding from the premise that carotenoids are limited resources. Such studies commonly involve supplementing the diets of captive birds with carotenoids. In many cases, however, the amount of carotenoid administered is poorly justified, and even supposedly carotenoid-limited diets may saturate birds’ systems. To quantify the relationships among the amount of carotenoids administered in experiments, levels of circulating carotenoids, and quantities of carotenoids deposited into colored ornaments, we performed a meta-analysis of 15 published studies that supplemented carotenoids to one of seven songbird species. We used allometric scaling equations to estimate the per-gram carotenoid consumption of each study’s subjects, and we used meta-regression to evaluate the effects of this carotenoid dose on differences in coloration and plasma carotenoid levels between supplemented and control groups of birds. After accounting for supplementation duration and species, we observed a significant positive correlation between carotenoid intake and response of plasma carotenoid level to supplementation. The presence of supplemental carotenoids also tended to increase the expression of ornamental coloration, but the magnitude of the carotenoid dose did not significantly affect how strongly coloration changed with supplementation. Further, coloration effect sizes had no significant relationship with plasma carotenoid effect sizes. We also found significant heterogeneityin responses among studies and species, and the parameters used to measure color significantly affected response to supplementation. Our results emphasize the importance of performing dosage trials to determine what supplementation levels provide limited versus surplus carotenoids and of measuring the natural level of carotenoid intake by the study species to validate the appropriateness of supplementation levels for a particular study species and experimental design. © 2015 by The University of Chicago. All rights reserved.","Cited By :10     Export Date: 17 May 2021     CODEN: PBZOF     Correspondence Address: Koch, R.E.; Department of Biological Sciences, 331 Funchess Hall, United States; email: rek0005@auburn.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: Probably ok to include. Taking measure of physiological levels of circulating carotenoids, but may need to exclude down road RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138586,"Are global warming and ocean acidification conspiring against marine ectotherms? A meta-analysis of the respiratory effects of elevated temperature, high CO2 and their interaction",2016,,,Conservation Physiology,20511434 (ISSN),4,1,,"Lefevre, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983474990&doi=10.1093%2fconphys%2fcow009&partnerID=40&md5=a5d9252d80f239beb9462099b7acd5c5,English,Oxford University Press,"Section for Physiology and Cell Biology, Department of Biosciences, University of Oslo, Oslo, NO-0316, Norway","With the occurrence of global change, research aimed at estimating the performance of marine ectotherms in a warmer and acidified future has intensified. The concept of oxygen- and capacity-limited thermal tolerance, which is inspired by the Fry paradigm of a bell-shaped increase-optimum-decrease-type response of aerobic scope to increasing temperature, but also includes proposed negative and synergistic effects of elevated CO2 levels, has been suggested as a unifying framework. The objectives of this meta-analysis were to assess the following: (i) the generality of a bell-shaped relationship between absolute aerobic scope (AAS) and temperature; (ii) to what extent elevated CO2 affects resting oxygen uptake MO2rest and AAS; and (iii) whether there is an interaction between elevated temperature and CO2. The behavioural effects of CO2 are also briefly discussed. In 31 out of 73 data sets (both acutely exposed and acclimated), AAS increased and remained above 90% of the maximum, whereas a clear thermal optimum was observed in the remaining 42 data sets. Carbon dioxide caused a significant rise in MO2rest in only 18 out of 125 data sets, and a decrease in 25, whereas it caused a decrease in AAS in four out of 18 data sets and an increase in two. The analysis did not reveal clear evidence for an overall correlation with temperature, CO2 regime or duration of CO2 treatment. When CO2 had an effect, additive rather than synergistic interactions with temperature were most common and, interestingly, they even interacted antagonistically on MO2rest and AAS. The behavioural effects of CO2 could complicate experimental determination of respiratory performance. Overall, this meta-analysis reveals heterogeneity in the responses to elevated temperature and CO2 that is not in accordance with the idea of a single unifying principle and which cannot be ignored in attempts to model and predict the impacts of global warming and ocean acidification on marine ectotherms. © The Author 2016.","Cited By :103     Export Date: 17 May 2021     Correspondence Address: Lefevre, S.; Section for Physiology and Cell Biology, Norway; email: sjannie.lefevre@imbv.uio.no RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""}",,
,rayyan-671138587,Sperm number trumps sperm size in mammalian ejaculate evolution,2015,,,Proceedings of the Royal Society B: Biological Sciences,09628452 (ISSN),282,1819,,"Lüpold, S. and Fitzpatrick, J.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947589624&doi=10.1098%2frspb.2015.2122&partnerID=40&md5=f7cff592277a8d1e0cb9d2115ed6a619,English,Royal Society of London,"[""Computational and Evolutionary Biology, University of Manchester, Manchester, M13 9PT, United Kingdom"", ""Department of Evolutionary Biology and Environmental Sciences, University of Zurich-Irchel, Winterthurerstrasse 190, Zurich, 8057, Switzerland"", ""Department of Zoology/Ethology, Stockholm University, Svante Arrhenius väg 18B, Stockholm, 10691, Sweden""]","Postcopulatory sexual selection is widely accepted to underlie the extraordinary diversification of sperm morphology. However, why does it favour longer sperm in some taxa but shorter in others? Two recent hypotheses addressing this discrepancy offered contradictory explanations. Under the sperm dilution hypothesis, selection via sperm density in the female reproductive tract favours more but smaller sperm in large, but the reverse in small, species. Conversely, the metabolic constraint hypothesis maintains that ejaculates respond positively to selection in small endothermic animals with high metabolic rates, whereas low metabolic rates constrain their evolution in large species. Here, we resolve this debate by capitalizing on the substantial variation in mammalian body size and reproductive physiology. Evolutionary responses shifted from sperm length to number with increasing mammalian body size, thus supporting the sperm dilution hypothesis. Our findings demonstrate that body-size-mediated trade-offs between sperm size and number can explain the extreme diversification in sperm phenotypes. © 2015 The Author(s) Published by the Royal Society. All rights reserved.","Cited By :19     Export Date: 17 May 2021     CODEN: PRLBA     Correspondence Address: Lüpold, S.; Computational and Evolutionary Biology, United Kingdom; email: stefan.luepold@ieu.uzh.ch RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: Just interested in trade-of in sperm attributes.",,
,rayyan-671138588,A meta-analysis of plasma corticosterone and heterophil: Lymphocyte ratios - is there conservation of physiological stress responses over time?,2015,,,Functional Ecology,02698463 (ISSN),29,9,1189-1196,"Goessling, J.M. and Kennedy, H. and Mendonça, M.T. and Wilson, A.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941025257&doi=10.1111%2f1365-2435.12442&partnerID=40&md5=6671b89c3da7fe8b8f48632bee6c3783,English,Blackwell Publishing Ltd,"[""Department of Biological Sciences, Auburn University, Auburn, AL  36849, United States"", ""School of Fisheries, Aquaculture, and Aquatic Sciences, Auburn University, Auburn, AL  36849, United States"", ""Division of Environmental Biology, National Science Foundation, Arlington, VA  22209, United States""]","There is growing need for reliable biomarkers of the physiological stress response in basic ecological investigations and conservation-specific applications. One effect of stress hormone secretion is the alteration of circulating leucocytes, specifically an increase in the heterophil: lymphocyte ratio (HLR). There have been numerous studies and reviews of the relationship between the stress response and HLR, yet the data have not been systematically analysed across studies. Here, we performed meta-analyses of studies in which paired values of plasma corticosterone (CORT) and HLR were available to investigate the relationship between these parameters. Specifically, we analysed CORT and HLR as baseline measures between treatment (or 'stressed' populations) and control (or 'reference' populations). Additionally, we investigated the relationship within CORT and HLR to identify temporal patterns of the response as a result of the duration of the stressor. Across studies, we identified that CORT and HLR are significantly elevated in populations subjected to environmentally stressful conditions. While not significantly different, CORT tended to be more elevated than HLR in the stressed populations. We found that there is a significant, negative relationship between CORT and the temporal duration of environmental stress. Additionally, we found a significant break point in this response at 85 days of stress duration, above which there is not a clear relationship between CORT and duration. This indicates that the CORT response to environmental stress attenuates. We found a small but positive significant relationship between HLR and temporal duration of environmental stress. This suggests that the elevation of HLR in response to environmental stress does not decrease over time. Our data identified that data gaps of wild populations of species exist and that more studies pairing physiological stress responses will further our understanding of how populations respond to environmental challenges. We found that CORT and HLR responded differently to stress, depending on captivity status, whether the study population was the domestic chicken, and the sex of the study population. © 2015 British Ecological Society.","Cited By :40     Export Date: 17 May 2021     CODEN: FECOE     Correspondence Address: Goessling, J.M.; Department of Biological Sciences, United States; email: goessling@auburn.edu RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} RAYYAN-INCLUSION: {""losialagisz""=>""Included"", ""daniel.wa.noble""=>""Included""} | RAYYAN-LABELS: Could be argued is methods though as goal is to use CORT HLR as biomarker. So, may want to exclude",,
