journal,year,month,volume,issue,meta_analysis,lit_review,syst_review,comp_review,phylo_review
Journal of Comparative Physiology A,2017,January,203,1,0,1,0,0,0
Journal of Comparative Physiology A,2017,February,203,2,0,0,0,0,0
Journal of Comparative Physiology A,2017,March,203,3,0,0,0,0,0
Journal of Comparative Physiology A,2017,April,203,4,0,1,0,0,0
Journal of Comparative Physiology A,2017,May,203,5,0,0,0,0,0
Journal of Comparative Physiology A,2017,July,203,"6,7",0,8,1,1,0
Journal of Comparative Physiology A,2017,August,203,8,0,1,0,0,0
Journal of Comparative Physiology A,2017,September,203,9,0,3,0,0,0
Journal of Comparative Physiology A,2017,October,203,10,0,0,0,0,0
Journal of Comparative Physiology A,2017,November,203,11,0,1,0,0,0
Journal of Comparative Physiology A,2017,December,203,12,0,0,0,0,0
Journal of Comparative Physiology A,2018,January,204,1,0,4,0,0,0
Journal of Comparative Physiology A,2018,February,204,2,0,0,0,0,0
Journal of Comparative Physiology A,2018,March,204,3,0,0,0,0,0
Journal of Comparative Physiology A,2018,April,204,4,0,0,0,0,0
Journal of Comparative Physiology A,2018,May,204,5,0,0,0,0,0
Journal of Comparative Physiology A,2018,June,204,6,0,1,0,0,0
Journal of Comparative Physiology A,2018,July,204,7,0,0,0,0,0
Journal of Comparative Physiology A,2018,August,204,8,0,1,0,0,0
Journal of Comparative Physiology A,2018,October,204,"9,10",0,1,0,0,0
Journal of Comparative Physiology A,2018,November,204,11,0,1,0,0,0
Journal of Comparative Physiology A,2018,December,204,12,0,0,0,0,0
Journal of Comparative Physiology A,2019,February,205,1,0,3,0,0,0
Journal of Comparative Physiology A,2019,April,205,2,0,0,0,0,0
Journal of Comparative Physiology A,2019,June,205,3,0,2,0,1,0
Journal of Comparative Physiology A,2019,August,205,4,0,0,0,0,0
Journal of Comparative Physiology A,2019,October,205,5,0,2,0,0,0
Journal of Comparative Physiology A,2019,December,205,6,0,0,0,0,0
Journal of Comparative Physiology A,2020,January,206,1,0,0,0,0,0
Journal of Comparative Physiology A,2020,March,206,2,0,4,0,0,0
Journal of Comparative Physiology A,2020,May,206,3,0,6,0,0,0
Journal of Comparative Physiology A,2020,July,206,4,0,0,0,0,0
Journal of Comparative Physiology A,2020,September,206,5,0,0,0,0,0
Journal of Comparative Physiology A,2020,November,206,6,0,0,0,0,0
Journal of Comparative Physiology A,2021,January,207,1,0,2,0,0,0
Journal of Comparative Physiology A,2021,March,207,2,0,3,0,1,0
Journal of Comparative Physiology A,2021,May,207,3,0,2,0,0,0
Journal of Comparative Physiology A,2021,July,207,4,0,1,0,0,0
Integrative and Comparative Biology,2014,July,54,1,0,6,2,0,0
Integrative and Comparative Biology,2014,July,54,2,0,10,0,1,1
Integrative and Comparative Biology,2014,September,54,3,0,12,0,0,1
Integrative and Comparative Biology,2014,October,54,4,0,9,0,0,0
Integrative and Comparative Biology,2014,November,54,5,0,11,0,0,0
Integrative and Comparative Biology,2014,December,54,6,0,6,0,1,1
Integrative and Comparative Biology,2015,July,55,1,0,7,0,1,0
Integrative and Comparative Biology,2015,August,55,2,0,7,0,0,1
Integrative and Comparative Biology,2015,September,55,3,0,9,0,0,0
Integrative and Comparative Biology,2015,October,55,4,0,5,0,0,0
Integrative and Comparative Biology,2015,November,55,5,0,8,0,0,1
Integrative and Comparative Biology,2015,December,55,6,0,7,1,0,1
Integrative and Comparative Biology,2016,July,56,1,0,3,0,3,0
Integrative and Comparative Biology,2016,August,56,2,0,10,0,3,0
Integrative and Comparative Biology,2016,September,56,3,0,1,1,0,1
Integrative and Comparative Biology,2016,October,56,4,0,9,1,1,2
Integrative and Comparative Biology,2016,November,56,5,0,13,0,1,2
Integrative and Comparative Biology,2016,December,56,6,0,9,2,0,4
Integrative and Comparative Biology,2017,July,57,1,0,1,0,2,0
Integrative and Comparative Biology,2017,August,57,2,0,7,0,1,0
Integrative and Comparative Biology,2017,Sept,57,3,0,3,0,2,1
Integrative and Comparative Biology,2017,Oct,57,4,0,4,0,1,0
Integrative and Comparative Biology,2017,Nov,57,5,0,3,0,3,0
Integrative and Comparative Biology,2017,Dec,57,6,0,6,0,0,0
Integrative and Comparative Biology,2018,July,58,1,0,1,0,0,0
Integrative and Comparative Biology,2018,August,58,2,0,5,0,1,0
Integrative and Comparative Biology,2018,Sept,58,3,0,3,0,2,0
Integrative and Comparative Biology,2018,Oct,58,4,0,3,0,2,4
Integrative and Comparative Biology,2018,Nov,58,5,0,5,0,0,1
Integrative and Comparative Biology,2018,Dec,58,6,0,3,0,1,0
Integrative and Comparative Biology,2019,July,59,1,0,6,0,0,1
Integrative and Comparative Biology,2019,August,59,2,0,3,0,1,1
Integrative and Comparative Biology,2019,Sept,59,3,0,2,0,2,2
Integrative and Comparative Biology,2019,Oct,59,4,0,8,0,3,1
Integrative and Comparative Biology,2019,Nov,59,5,0,5,0,1,0
Integrative and Comparative Biology,2019,Dec,59,6,1,5,0,1,1
Integrative and Comparative Biology,2020,July,60,1,0,9,0,0,2
Integrative and Comparative Biology,2020,August,60,2,1,8,0,0,1
Integrative and Comparative Biology,2020,Sept,60,3,1,13,1,0,0
Integrative and Comparative Biology,2020,Oct,60,4,0,7,2,2,0
Integrative and Comparative Biology,2020,Nov,60,5,0,2,0,0,2
Integrative and Comparative Biology,2020,Dec,60,6,0,10,0,0,0
